Tên quán,Link,Nội dung Review
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Vẫn là nhà hàng yêu thích của mình,  Morico đã có thêm sự thay đổi về menu & nhiều món ngon hấp dẫn"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,Quán cà phê nhà hàng jp mà mình thích nhất. Ko gian đẹp sang. Món kem vừa ăn - ko quá ngọt ko quá béo. Trà houjicha cực thơm. Tuyet voi.
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"- Vị trí: gần đường đi bộ***nhưng cũng nằm cạnh 1 cái công trường đang thi công nên lúc tìm trên gg cũng hơi hoang mang khi rẽ vào cái ngõ đấy - Không gian: rộng rãi, không đông lắm - Đồ uống: rất đậm đà vị matcha nên khá là ưng cái bụng dù hơi đắt"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Mình ăn ở chi nhánh này rất nhiều lần rồi, quán làm món mặn hay món ngọt đều rất ngon . Nhưng điểm trừ là nếu ăn từ khoảng 19 giờ đến 21 giờ thì nhân viên thái độ không tốt,cọc cằn,kêu thì ngó lơ xanh nạnh."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,Kem đỉnh quá mọi ng ơi
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,Ok nha .
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Dạo này mình ăn thấy chất lượng món mặn của Morico đi xuống. Mình gọi cơm cá hồi và hàu phô mai mà k hề tươi tí nào, ăn đau bụng nữa:(  Vẫn recommend các bạn gọi mì lạnh trà với gà teriyaki salad thôi. Nước của Morico vẫn ổn."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Hic nhìn là biết khách ruột rồi. Mình theo Morico từ thời Mof đến tận bây giờ cũng được tầm 5-6 năm gì đó rồi. Cho dù là Mof hay Morico thì chất lượng vẫn chưa hề thay đổi. Không gian rộng rãi, thoải mái. Mình bị ghiền bánh và matcha ở đây cực. Mình là 1 đứa mê matcha nên dĩ nhiên mê Morico. Bánh nào cũng ngon. Mình là đứa cực ghiền mùa Sakura ở Morico luôn bánh ngon cực. Nói chung hoàn hảo không có chỗ chê. Nhân viên phục vụ dễ thương, thân thiện và nhiệt tình. Mình đi hầu hết chi nhánh rồi, chi nhánh hay đi nhất là Lê Lợi và chi nhánh trên đường gì mà kế bên Phúc Long...thông cảm cho những đứa mù đường. Giá hơi cao nhưng để trải nghiệm bánh và nước ngon như vậy thì rất xứng đáng."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Very first time visiting Morico, we chose to go to the one in***street. It’s been hidden due to the construction is in progress so you should pay a little bit more attention finding it.  - About the restaurant: not very big but nice deco and cozy, good place to chat with friends. However, there are loads of mosquitoes come “testing your blood” at around 5pm onward which is so annoying us. We sat near the entrance, didn’t feel the air con really eventhough the staffs said that the air con has been lowered to the lowest temp > minus points. - About the food: we ordered tea and it was super nice, hot water is refilled. I order a chocolate cake as in the pic but was quite disapointed as the cake was very dry outside, not as soft as we normally have compared to other dessert restaurants, my friend ordered hokkaido crepes and it was so bad, we only tried 2 little bites then stop. - About the staffs: superb!!! They are all welcoming and helpful > the only point makes me feel pleased Anyway, the price is affordable and still a good place to hang out with friends generally. I might come back but not the one in*** will try another one to see if there are differences."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,Ngon
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Không gian chỉ được sử dụng tầng dưới, gửi xe ở trong hẻm gần quán, gửi xe free nhé.  Phục vụ vẫn tốt như ngày nào.   Món ăn mặn bọn mình gọi 1 bánh xèo Okonomiyaki (128k), 1 mè đen foam Kurogoma latte size nhỏ (68k), 1 cơm chiên cá hồi Salmon Yaki(128k), 1 Genmaicha. Món mặn đợt này mình cảm thấy gọi hơi “feo”. Cơm chiên khô và nhạt, phải thêm nước tương nhưng vị vẫn khá là thường. Bánh xèo hơi mềm, ăn nhiều ngán. Được các món nước thôi, bạn mình k thích mè đen còn mình thích nên khoái món mè đen foam. Mè đen pha thanh k ngán, foam béo béo vừa miệng. Mà món này chỉ theo mùa thôi thì phải. Còn bạn mình thích Gen Maicha mình lại k thích, nói chung là tuỳ khẩu vị nhé^^"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Thiệt tình là lâu lắm mới đi morico mà vẫn thất vọng như bao lần. Menu rất bắt mắt món nào nhìn cũng ngon nhưng chất lượng lại không đc nhqu vậy, tiramisu thì kem ko nghe mùi phô mai, bánh lava thì khô, parfait thì đẹp đó mà..., đây chắc kêu nước là an toàn nhất. Như món mình kêu matcha yuzuok nè, houchija với kem cũng đc. Đá bào choco có lớp mứt chua chua hơi kỳ. Vị trí quán đáng ra là rất đẹp nếu ko bị lô cốt chắn như giờ. Hi vọng về sau chất lượng sẽ đc hồi phục lại."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Morico trước là một quán Nhật iu thích của mềnh mà lâu rồi ghé lại cảm giác chất lượng đi xuống?🥺 Trong mấy đồ mình order ăn kem là thấy ổn nhất rồi đến panna cotta những chiếc còn lại thấy cũng bình bình, cái ly Mango Lassi không cảm nổi cái ngon của nó hay hương vị xoài mà toàn yogurt là chủ yếu; giá vẫn giữ vững phong độ mắc mỏ như ngày nào may dùng voucher chứ ko chất lượng dư này cũng thấy tiếc tiền lắm lắm 😅"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Hom nay toi an thu mon banh Triple Cha Cake trong mua birthday cua Morico.***nghi banh se co vi ngot vua phai kem vi hoi***cua matcha, nhung that lam minh that vong. Buttercream rat ngot, con cot banh khong an ra duoc vi matcha. Gia kha cao cho 1 cai mini cake."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Trời nóng vậy thì phải ăn kem hoy  Về quán: quán nằm ở quận 1 khúc đang xây tàu điện ngầm nên hơi khó tìm không gian hơi nhỏ, nhân viên phục vụ dễ thương tận tình.  mình gọi 1 đá bào matcha , 1 phần kem trái cây gì đó quên tên về phần đá bào có vị matcha ăn nhân nhẩn đắng ăn kèm với kem trong tô đá bào sẽ bớt đắng lại hơn cho thêm xíu matcha ăn phê . Phần kem còn lại thì ngon tuyệt vời không có gì để chê trái cây tươi rói thạch ăn cũng ngon. Quán có chuẩn bị sẵn dù nếu khách gặp mưa k ra bãi xe dc luônn ."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Menu yokoso mới với nhiều món ngon - hấp dẫn  Mình có thử trà vải, trà rất thơm mát, kem vải rất ""chuẩn"" vị vải luôn."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,":((( trời ơi ngon lắm.  Lâu lắm rồi k uống matcha vì mấy chỗ gần đây uống toàn bị fail.  Bên này bánh ngon nước ngon đá bào cũng ngon luônnnnn.   Đặc biệt dùng ống hút bột mì bột gạo gì đấy, ngâm hơn tiếng đồng hồ mà vẫn không mềm hay xoay chuyển gì. Thích kinh khủng.   Chấm điểm 10/10 À mà chỗ ngồi hơi bị muỗi.... nên khắc phục sớm."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"M ghé tiệm ăn nhẹ ngồi làm việc. Morico có nhìu chi nhánh nên cũng thuận tiện di chuyển, m hay đi chi nhánh lê lợi nếu đi 1 mình vì vừa gần mà lại tiện cho ng ko đi xe như mình vì ko phải chạy đi gửi xe trong hẻm mà đươngg đất đá cũng hơi khó chạy xíu. Không gian ấm cúng với đèn vàng, rộng rãi, không gian sức chứa tương đối, bàn ghế ngồi thoải mái, ổ điện nhiều. M order bánh plan và chanh đá xay. Lúc đầu m gọi bánh crepe mà nhân viên báo hết nên đổi bánh. Bánh plan hình chữ nhật, huong vị nhìn chung là ổn, vốt bánh vững, chanh đá xay vị bình thường, uống fresh. Nhân viên nice và nhiệt tình"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Mê trà xanh thì cứ đến đây ạ, ngon và chất lượng lắm luôn nhaaa ❤️❤️❤️ Đi hoài, ăn hoài mà vẫn không ngán nè 😍😍😍 @t4_eattheworld"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Morico thì quán quá quen thuộc rồi ngay chỗ công trình đang xây dựng di chuyển khá là dễ dàng và hợp lý. Không gian quán rất rộng rãi thoải mái thích hợp cho việc tụ tập bạn bè. Đặc biệt ở Morico số lượng món ngọt rất nhiều và giá cả hợp lý, vị khá hài hoà, đặc biệt là ở các món trà xanh. Ở đây cũng hay chiếu các video clip về các món ăn Nhật Bản nhìn rất thèm. Tựu chung lại đây cũng là một trong những quán ruột của mình, nên các bạn cứ tìm hiểu từ từ."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Morico là 1 trong những nhà hàng Nhật mà mình yêu thích nhất. Phải nói là khách hàng quen thuộc của Morico luôn  Ở đây, gắn bó với mình qua những món ăn ngon - hấp dẫn. Không những Tinh tế trong từng món ăn mà còn ngay cả cách phục vụ ở đây. Chuyên nghiệp - quan tâm - đáp ứng sự hài lòng của khách hàng.   Đến đây mình cảm thấy thật thoải mái khi có không gian vừa nhẹ nhàng - món ăn ngon - các bạn nhân viên tạo sự gần gũi - thân thiện.   Sẽ ủng hộ Morico dài dài ❤️"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"~Vẹm nướng sốt nấm vs phô mai ăn cũng đc, k ấn tượng mấy.  ~ Crab farci cream yaki: thịt kua, gạch kua với sốt kem nướng, 1 mình mình ăn thấy hơi ngán ~ Sushi chiên cá hồi: không có gì nổi bật hết ~ Thích nhất the au chocolate tea, thơm mùi chocolate, phía dưới ngọt vừa phải (nếu k thick uống ngọt có thể khuấy đều lên). Mình nhạy caffeine mà uống 2 li này vẫn k sao😂 ~ soft cream của morico đi vào lòng người thật sự. ~ Nếu hôm đó đến morico chỉ với mục đích cạp desserts thì lúc nào mình cũng sẽ gọi bingsu và soft cream, vì nó ít ngọt😂 ~ soft cream khuyên mng nên ăn với syrup đừng ăn với bột cacao, syrup ngon hơn. @desserthehehe"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Vì món ngon , trình bày đẹp , không gian yên tĩnh , thái độ phục vụ hết sức nhã nhặn , nhanh nhẹn và chu đáo nên không thể không quay lại :))  Lần này mình đến thì không thấy có bảo vệ nữa , nên tự đi gửi xe ở con hẻm nhỏ cách đó vài căn. ( Khi thanh toán xong nhớ đưa phiếu gửi xe cho nv đóng mộc vào , thì sẽ không tốn phí ).  - Trà đá 20k : để giải khát thay cho nước lọc vì Morico ko phục vụ nước lọc , thay vì order nước suối cũng 20k nhưng gọi ly trà nóng/đá thì được REFILL nha.  - Coconut galeto 35k : kem viên vị dừa béo thơm , tuy viên kem mau tan nhưng vị dừa ngon nha  - Fresh matcha tiramisu 108k : mẹ mình khen ngon , dễ ăn , ngọt nhẹ và không ngấy , lại đẹp mắt nữa.  - Salmon Yaki Meshi 128k : cơm chiên cá hồi chất lượng , đủ no bụng nhưng nêm nếm hơi nhạt , mình cứ liên tiếp dùng kèm nước tương nhưng hậu vị vẫn khá nhạt. Chưa đủ bắt miệng như 2 chi nhánh khác mình ăn qua.  Tổn phí chỉ 291k cho 1 buổi tối ăn nhẹ vui vẻ !"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Quán vị trí dễ tìm, trang trí quán và màu sắc đẹp, phục vụ rất chuyên nghiệp, đồ ăn trang trí đẹp mắt, đa dạng các loại món, từ đồ mặt đến các loại đồ ngọt, món nào cũng ngon vừa miệng. Món dọn ra nhanh. Giữ xe có phiếu free."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Lâu lâu mới đến Morico ăn món mặn. Coi tới coi lui thôi quyết định chọn món mà mình hay ăn vậy 🤣 Tori Teriyaki Cha Soba là Mì trà lạnh ăn với gà sốt teriyaki và salad. Chắc chỉ có mỗi món này ăn lạnh là mình thấy ngon thôi. Ăn món lạnh khá là thú vị á mọi người, nên thử nha. Món thứ 2 là Sake Ikura Don là Cơm cá hồi sống với trứng cá hồi. Lát cá tươi ngon ăn siêu thích lun. Mình ăn được cá sống nên gọi thêm 2 phần Cá trích ép trứng và Cá hồng biển. Phần này ko hiểu sao Morico lại để chung chứ ko để riêng :v Cá trích thì giòn giòn sựt sựt còn Cá hồng thì hơi dai xíu."
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,"Có cái công trình chắn trước mặt nên bị khuất đã vài năm rồi, tuy nhiên quán vẫn còn sau mùa dịch nên mừng lắm luôn. Quán yêu thích của mình từ không gian, nhân viên phục vụ và nhất là món ăn.  Có nước lọc nên nay không Nay ăn thanh đạm nên gọi có 2 món thôi Salad Chirashi Sashimi rau trộn với các loại cá sống và sốt mè: món này công nhận nhìn hấp dẫn lắm, có cá mực, mustry nha. Kimchi Ramen mì ramen với kimchi và thịt heo xá xíu: không ấn tượng lắm, ăn được thôi"
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,Nama chocolate special 363k
Hệ Thống Morico - Modern Japanese Restaurant Cafe - Dessert,https://www.foody.vn/thuong-hieu/morico-modern-japanese-restaurant-cafe?c=ho-chi-minh,Bánh nước hay đồ mặn đều ngon chất lượng. Mỗi tội hơi xa . Trước có cái ở***plaza gần mà dẹp rồi hic ! Xa quá nên gì cũng ít đi . Tiệm nên mở thêm ở những quận khác thay vì chỉ tập trung ở q1
